Bentuk Takbaku,Bentuk Baku,Sumber,Dapat Diubah,Ambigu,Memiliki Makna,Memiliki Homonim,Memiliki Homograf,Bentuk Baku Homograf Sama
"Bima Sakti","Bimasakti","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"binari","biner","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"binatu","penatu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bincacau","bincacak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"biomolekular","biomolekuler","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"biosekuritas","biosekuriti","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"birahi","berahi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bis","bus","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"bisan","besan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bisbol","bisbul","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"biskal","beskal","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"biskop","uskup","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"blanko","blangko","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"blepot","lepot","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bloon","beloon","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bohok","buhuk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bokot","bukut","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bolos","bulus","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"bolpen","bolpoin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bolsak","bulsak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bomantara","bumantara","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bomor","bomoh","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bonafid","bonafide","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bongkak","congkak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bongkas","bungkas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bongkok","bungkuk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bongkol","bonggol","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"bongsai","bonsai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bonjol","bonggol","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"bonyor","bonyok","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"borak","burak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"borhan","burhan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bostan","bustan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bota","buta","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"brambang","berambang","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"brandal","berandal","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"brangas","berangas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"brangkas","brankas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"brangus","berangus","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bredel","beredel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"breksi","breksia","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"brengsek","berengsek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"brewok","berewok","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bromocorah","bramacorah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"brongkos","berongkos","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"brunai","berunai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"budidaya","budi daya","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"buhur","buhul","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bujanggi","bujangga","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bujur","mujur","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"bulug","balig","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bulutangkis","bulu tangkis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bungkah","bongkah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bunker","bungker","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"bupet","bufet","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"buraksa","beraksa","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"burjusunbulat","Sunbulat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"burka","burkak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"burun","buron","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"busar","busur","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"byarpet","biarpet","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cacengklok","cecengklok","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cadir","cadar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cakep","cakap","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cakmar","cokmar","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"calempong","celempong","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"caling","colang-caling","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"calus","celus","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cam","kecam","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"candan","kecandan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cangga","cenangga","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cangkau","cengkau","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cangkolan","cangkul","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cangku","cengkau","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cangkuk","cangkok","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"capcay","capcai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"capiau","cepiau","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"caram","acaram","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"carat","carak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"casis","sasis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"catet","catat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cauk","caung","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"caya","cahaya","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cebar-cebur","cebur","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"cecer","cecar","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"cecok","cekcok","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cedal","cadel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cedera","cendera","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cedong","cedok","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cegas","cergas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cekalang","cakalang","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cekap","cekak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cekek","cekik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cekeram","cengkeram","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cekiber","cekibar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cekup","cekut","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"celaga","jelaga","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"Celcius","Celsius","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"celepa","selepa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"celepak","celapak","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"celok","celuk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"celos","celus","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"celum-celam","celam-celum","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"celupar","celopar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cembeng","cengbeng","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cemek","cemeh","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cemilan","camilan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cempana","jempana","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cempelung","cemplung","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cempeng","cempek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cempoa","swipoa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cempuling","tempuling","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cencurut","celurut","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cendera","candra","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cenderamata","cendera mata","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cendikia","cendekia","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cendikiawan","cendekiawan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cenggek","tenggek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cengkau","cekau","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cengkeling","sengkeling","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cengkerma","cengkerama","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cengkolong","cengkelong","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cengkram","cengkeram","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cengkrama","cengkerama","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cengkuk","cengkok","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"centadu","sentadu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"centil","sentil","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cepal","cepol","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cepit","jepit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ceracah","cerancang","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cercak","ceracap","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"ceret","cerek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ceri","ceria","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"ceriga","curiga","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"ceritera","cerita","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cerkas","cergas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ceronggak","ceranggah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cerotok","ceratuk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ces","cus","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"cetera","cerita","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"ci","encik","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"ciau","ciu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cicah","cecah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cicak","cecak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cici","cicit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cicih","cecah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cicir","cecer","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cidera","cedera","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cikalang","cakalang","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cilap","cilok","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cim","encim","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cimpung","kecimpung","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cinderamata","cendera mata","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cingah","cingangah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cingbing","cengbeng","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cingcau","cincau","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cingcing","cincong","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cingkau","cengkau","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cinteng","centeng","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ciok","ciak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ciplak","jiplak","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cipoa","swipoa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"citak","cetak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"clurit","celurit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cocakrawa","cucakrawa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"codang","codak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cokar","jogar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"coklat","cokelat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"colet","colek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"congkelang","congklang","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"contek","sontek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cop","kecup","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"copar","cupar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"copol","cupul","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"corek","curik","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cotet","conet","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cu","ciu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cuban","coban","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cuci-maki","caci maki","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cukam","cekam","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cukir","cungkil","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"culi","coli","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cumbul","cembul","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cunda","cucunda","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cungak","cungap","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cunguk","cecunguk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cunting","conteng","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"cup","kecup","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"cupit","sumpit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dabus","debus","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dacing","dacin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"da'i","dai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dajjal","dajal","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dakar","zakar","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"dakwat","dawat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"daluwarsa","kedaluwarsa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dambun","dambin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dammah","damah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"damping","dampeng","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"dangak","dongak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"darus","daras","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dastar","destar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dat","zat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"daulah","daulat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"debet","debit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"debitor","debitur","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"decah","decap","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"decus","desus","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"defenisi","definisi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dehem","deham","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dekrit","dekret","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"delemak","delamak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"deluang","jeluang","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"delujur","jelujur","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"delut","jelut","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"demit","dedemit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dempuk","dempok","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dena","dina hari","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"denawa","danawa","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"dendang","dandang","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"dengkut","dengkur","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"densanak","dansanak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"deraka","durhaka","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"deras","daras","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"derek","derik","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"deret","dandang","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"derham","dirham","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"deria","indra","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"deriji","deruji","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"deruji","jeruji","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"derun","derum","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"derung","derum","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"derut","derus","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"desinfeksi","disinfeksi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"desinfektan","disinfektan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"desorientasi","disorientasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"destilasi","distilasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"deterjen","detergen","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"detia","daitia","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"detil","detail","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"deviden","dividen","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dhalim","zalim","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dharma","darma","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"diagnosa","diagnosis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"diagnose","diagnosis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"diah","diat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"diatonis","diatonik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dietik","dietetik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"digen","degen","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dikir","zikir","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dioda","diode","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dipati","adipati","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"disain","desain","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"disenfektan","disinfektan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"diskotik","diskotek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"diskripsi","deskripsi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"diskrit","diskret","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"diwala","dewala","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dogeng","dogel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dolat","daulat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dolim","zalim","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dolpin","dolfin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"domein","domain","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"donatir","donatur","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dos","dus","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dosin","lusin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"doyo","dojo","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dramatisir","dramatisasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"drem","drum","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dria","indra","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"duhur","zuhur","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"duka cita","dukacita","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dulu","dahulu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dunsanak","dansanak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"duren","durian","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"duriat","zuriah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"durna","durno","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"duwegan","degan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dzalim","zalim","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dzat","zat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dzikir","zikir","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"dzuhur","zuhur","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"edap","dap","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"efedrin","efedrina","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"efektifitas","efektivitas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"egalitarisme","egalitarianisme","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"eklektis","eklektik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ekopraksia","ekofraksia","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"eksebisi","ekshibisi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"eksibisi","ekshibisi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"eksim","eksem","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"eksklusifitas","eksklusivitas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ekslusifitas","eksklusivitas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"eksoftalmia","eksoftalmos","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"eksoftalmus","eksoftalmos","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"ekspeditur","ekspeditor","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"eksploitir","eksploitasi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"eksport","ekspor","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
